Record_id,Date,Commodity,Grade,Region,Source_Type,Trader_Name,Deal_Type,Price,PrevDatePrice,RunningAvg,DeviationPct,Flag,Quantity_Tons,Currency,Remarks
REC0881,30-05-2024,PVC,Textile,North,Trader,Trader_10,Spot,122.66,77.21,105.76,0.16,REVIEW,491,INR,Low supply
REC1246,30-05-2024,PP,Blow Moulding,South,Distributor,Trader_16,Contract,145.01,145.12,133.06,0.09,OK,564,INR,Price correction
REC1611,30-05-2024,PP,Textile,South,Trader,Trader_42,Spot,92.72,156.11,129.52,-0.28,ANOMALY,188,INR,Stable market
REC1976,30-05-2024,PP,Textile,South,Distributor,Trader_58,Contract,152.12,156.11,132.75,0.15,REVIEW,882,INR,Price correction
REC2341,30-05-2024,PP,Bottle,South,Distributor,Trader_8,Contract,156.11,146.36,119.35,0.31,ANOMALY,515,INR,Price correction
REC2706,30-05-2024,PVC,Textile,South,Distributor,Trader_27,Contract,137.59,82.2,120.49,0.14,REVIEW,608,INR,Low supply
REC0152,31-05-2024,LDPE,Film,Central,Trader,Trader_22,Spot,113.09,129.44,102.05,0.11,REVIEW,102,INR,Import pressure
REC0517,31-05-2024,HDPE,Bottle,West,Manufacturer,Trader_38,Spot,122.72,129.24,118.45,0.04,OK,575,INR,Price correction
REC0882,31-05-2024,PET,Film,Central,Manufacturer,Trader_42,Contract,118.66,142.16,112.96,0.05,OK,734,INR,Import pressure
REC1247,31-05-2024,PP,Textile,North,Manufacturer,Trader_8,Spot,143.19,122.14,117.70,0.22,ANOMALY,22,INR,Import pressure
REC1612,31-05-2024,LDPE,Injection,Central,Trader,Trader_38,Spot,137.69,73.17,104.24,0.32,ANOMALY,409,INR,Price correction
REC1977,31-05-2024,PET,Textile,South,Manufacturer,Trader_54,Contract,102.49,104.66,118.12,-0.13,REVIEW,791,INR,Low supply
REC2342,31-05-2024,LDPE,Bottle,South,Manufacturer,Trader_77,Spot,125.68,73.61,108.63,0.16,REVIEW,846,INR,Import pressure
REC2707,31-05-2024,LDPE,Injection,South,Manufacturer,Trader_63,Contract,72.96,132.18,119.94,-0.39,ANOMALY,278,INR,Low supply
REC0153,01-06-2024,LDPE,Film,West,Manufacturer,Trader_15,Contract,67.44,84.39,100.20,-0.33,ANOMALY,884,INR,Stable market
REC0518,01-06-2024,PET,Film,North,Manufacturer,Trader_1,Spot,79.58,154.32,108.58,-0.27,ANOMALY,233,INR,Import pressure
REC0883,01-06-2024,PP,Injection,Central,Distributor,Trader_23,Spot,146.79,151.09,115.27,0.27,ANOMALY,93,INR,Import pressure
REC1248,01-06-2024,HDPE,Blow Moulding,South,Distributor,Trader_40,Spot,86.94,136.96,127.41,-0.32,ANOMALY,482,INR,Price correction
REC1613,01-06-2024,LDPE,Injection,West,Trader,Trader_11,Contract,137.58,100.37,95.20,0.45,ANOMALY,803,INR,Import pressure
REC1978,01-06-2024,PVC,Bottle,North,Distributor,Trader_31,Spot,82.09,144.54,122.90,-0.33,ANOMALY,66,INR,Import pressure
REC2343,01-06-2024,PET,Injection,West,Trader,Trader_47,Contract,145.47,132.27,123.81,0.17,REVIEW,400,INR,Price correction
REC2708,01-06-2024,PP,Bottle,Central,Distributor,Trader_50,Spot,80.27,119.19,110.64,-0.27,ANOMALY,860,INR,Stable market
REC0154,02-06-2024,LDPE,Blow Moulding,South,Distributor,Trader_34,Contract,152.85,97.81,106.29,0.44,ANOMALY,486,INR,Stable market
REC0519,02-06-2024,PET,Textile,West,Distributor,Trader_78,Spot,84.64,89.45,112.60,-0.25,ANOMALY,607,INR,High demand
REC0884,02-06-2024,PP,Textile,West,Manufacturer,Trader_9,Spot,143.06,88.16,110.86,0.29,ANOMALY,213,INR,Import pressure
REC1249,02-06-2024,PET,Bottle,Central,Trader,Trader_28,Spot,74.35,140.58,104.22,-0.29,ANOMALY,996,INR,High demand
REC1614,02-06-2024,PVC,Textile,East,Manufacturer,Trader_18,Contract,92.78,118.72,105.73,-0.12,REVIEW,901,INR,Low supply
REC1979,02-06-2024,HDPE,Textile,North,Distributor,Trader_41,Contract,92.08,145.89,109.84,-0.16,REVIEW,331,INR,Stable market
REC2344,02-06-2024,PP,Film,North,Distributor,Trader_50,Contract,116.31,71.18,111.14,0.05,OK,124,INR,Import pressure
REC2709,02-06-2024,HDPE,Injection,West,Trader,Trader_60,Spot,134.65,142.18,123.26,0.09,OK,164,INR,Price correction
REC0155,03-06-2024,PP,Textile,East,Manufacturer,Trader_37,Contract,145.92,130.72,118.81,0.23,ANOMALY,503,INR,Price correction
REC0520,03-06-2024,PP,Injection,South,Distributor,Trader_42,Contract,124.05,70.25,114.69,0.08,OK,870,INR,Low supply
REC0885,03-06-2024,LDPE,Textile,Central,Distributor,Trader_14,Contract,76.62,101.97,115.62,-0.34,ANOMALY,275,INR,Import pressure
REC1250,03-06-2024,PVC,Bottle,Central,Distributor,Trader_64,Spot,158.04,80.61,119.11,0.33,ANOMALY,492,INR,High demand
REC1615,03-06-2024,LDPE,Film,Central,Trader,Trader_57,Contract,72.73,113.09,98.39,-0.26,ANOMALY,135,INR,High demand
REC1980,03-06-2024,PP,Blow Moulding,South,Distributor,Trader_68,Contract,108.23,145.01,128.92,-0.16,REVIEW,720,INR,High demand
REC2345,03-06-2024,HDPE,Blow Moulding,South,Distributor,Trader_28,Contract,104.36,86.94,125.10,-0.17,REVIEW,101,INR,Low supply
REC2710,03-06-2024,PVC,Blow Moulding,South,Distributor,Trader_66,Contract,105.98,110.72,105.92,0.00,OK,177,INR,Price correction
REC0156,04-06-2024,LDPE,Textile,West,Manufacturer,Trader_20,Spot,114.8,80.29,116.16,-0.01,OK,234,INR,Stable market
REC0521,04-06-2024,PVC,Injection,West,Distributor,Trader_40,Spot,77.18,144.31,113.18,-0.32,ANOMALY,399,INR,Import pressure
REC0886,04-06-2024,HDPE,Film,South,Manufacturer,Trader_60,Contract,145.62,158.76,113.41,0.28,ANOMALY,937,INR,Stable market
REC1251,04-06-2024,PVC,Film,West,Manufacturer,Trader_61,Contract,93.12,128.39,107.59,-0.13,REVIEW,987,INR,Low supply
REC1616,04-06-2024,PVC,Film,Central,Manufacturer,Trader_58,Spot,66.09,112.73,102.53,-0.36,ANOMALY,483,INR,Import pressure
REC1981,04-06-2024,PVC,Blow Moulding,Central,Trader,Trader_24,Spot,92.61,130.16,112.85,-0.18,REVIEW,967,INR,Stable market
REC2346,04-06-2024,LDPE,Film,West,Manufacturer,Trader_57,Contract,157.83,67.44,104.04,0.52,ANOMALY,124,INR,Import pressure
REC2711,04-06-2024,PVC,Textile,East,Trader,Trader_71,Spot,107.37,92.78,105.88,0.01,OK,549,INR,Import pressure
REC0157,05-06-2024,PVC,Textile,East,Trader,Trader_34,Spot,86.75,107.37,104.28,-0.17,REVIEW,261,INR,High demand
REC0522,05-06-2024,LDPE,Film,Central,Distributor,Trader_41,Contract,90.19,72.73,97.47,-0.07,OK,517,INR,Low supply
REC0887,05-06-2024,HDPE,Textile,North,Manufacturer,Trader_21,Contract,104.34,92.08,109.54,-0.05,OK,753,INR,Price correction
REC1252,05-06-2024,PP,Film,South,Manufacturer,Trader_64,Spot,147.73,121.44,125.21,0.18,REVIEW,783,INR,Stable market
REC1617,05-06-2024,PVC,Blow Moulding,South,Trader,Trader_28,Contract,105.61,105.98,105.90,0.00,OK,797,INR,Stable market
REC1982,05-06-2024,PVC,Film,Central,Distributor,Trader_76,Contract,87.19,66.09,101.25,-0.14,REVIEW,963,INR,Low supply
REC2347,05-06-2024,PVC,Bottle,South,Trader,Trader_25,Contract,120.3,92.67,123.83,-0.03,OK,541,INR,Stable market
REC2712,05-06-2024,LDPE,Injection,East,Distributor,Trader_40,Contract,94.32,85.32,105.08,-0.10,REVIEW,462,INR,Stable market
REC0158,06-06-2024,PET,Blow Moulding,West,Manufacturer,Trader_49,Spot,76.55,136.87,117.94,-0.35,ANOMALY,47,INR,Stable market
REC0523,06-06-2024,PVC,Bottle,East,Trader,Trader_76,Spot,144.35,133.76,112.26,0.29,ANOMALY,785,INR,Low supply
REC0888,06-06-2024,PET,Film,North,Distributor,Trader_58,Contract,89.1,79.58,107.08,-0.17,REVIEW,904,INR,High demand
REC1253,06-06-2024,HDPE,Injection,South,Distributor,Trader_66,Contract,65.39,155.03,112.60,-0.42,ANOMALY,450,INR,Stable market
REC1618,06-06-2024,LDPE,Injection,North,Distributor,Trader_28,Contract,103.98,131.26,119.94,-0.13,REVIEW,761,INR,Price correction
REC1983,06-06-2024,HDPE,Film,West,Trader,Trader_36,Spot,134.92,133.79,106.25,0.27,ANOMALY,883,INR,Low supply
REC2348,06-06-2024,LDPE,Textile,East,Distributor,Trader_57,Contract,147.35,78.4,114.76,0.28,ANOMALY,157,INR,Low supply
REC2713,06-06-2024,PET,Film,North,Distributor,Trader_12,Spot,122.7,79.58,108.19,0.13,REVIEW,589,INR,High demand
REC0159,07-06-2024,LDPE,Textile,North,Manufacturer,Trader_41,Contract,99.52,127.96,97.08,0.03,OK,246,INR,Import pressure
REC0524,07-06-2024,PP,Blow Moulding,North,Trader,Trader_46,Contract,96.07,148.04,98.44,-0.02,OK,802,INR,Stable market
REC0889,07-06-2024,HDPE,Blow Moulding,Central,Distributor,Trader_37,Spot,147.63,68.32,113.38,0.30,ANOMALY,410,INR,Stable market
REC1254,07-06-2024,PVC,Bottle,North,Trader,Trader_18,Spot,67,82.09,117.82,-0.43,ANOMALY,344,INR,Import pressure
REC1619,07-06-2024,HDPE,Textile,South,Trader,Trader_40,Spot,158.9,105.84,113.02,0.41,ANOMALY,12,INR,Price correction
REC1984,07-06-2024,LDPE,Film,North,Distributor,Trader_72,Spot,65.75,117.68,108.94,-0.40,ANOMALY,137,INR,Low supply
REC2349,07-06-2024,HDPE,Blow Moulding,South,Trader,Trader_78,Contract,155.56,104.36,127.87,0.22,ANOMALY,249,INR,Stable market
REC2714,07-06-2024,HDPE,Injection,Central,Manufacturer,Trader_65,Contract,82.59,156.73,113.40,-0.27,ANOMALY,437,INR,Low supply
REC0160,08-06-2024,PP,Film,Central,Manufacturer,Trader_57,Spot,89.27,121.61,114.89,-0.22,ANOMALY,558,INR,Low supply
REC0525,08-06-2024,PET,Film,Central,Manufacturer,Trader_68,Spot,111.37,118.66,112.84,-0.01,OK,201,INR,Import pressure
REC0890,08-06-2024,PVC,Bottle,East,Manufacturer,Trader_24,Contract,106.04,144.35,111.78,-0.05,OK,725,INR,High demand
REC1255,08-06-2024,PP,Film,North,Manufacturer,Trader_74,Contract,109.26,116.31,110.99,-0.02,OK,535,INR,Low supply
REC1620,08-06-2024,HDPE,Injection,North,Distributor,Trader_43,Spot,109.63,135.38,104.93,0.04,OK,709,INR,High demand
REC1985,08-06-2024,HDPE,Textile,West,Trader,Trader_69,Contract,116.23,150.44,122.65,-0.05,OK,588,INR,Low supply
REC2350,08-06-2024,PET,Injection,South,Manufacturer,Trader_67,Spot,129.16,115.73,112.70,0.15,REVIEW,776,INR,Low supply
REC2715,08-06-2024,PP,Textile,Central,Trader,Trader_63,Contract,124.56,97.2,101.31,0.23,ANOMALY,933,INR,Low supply
REC0161,09-06-2024,PP,Injection,East,Distributor,Trader_72,Spot,113.14,129.09,98.85,0.14,REVIEW,99,INR,Price correction
REC0526,09-06-2024,PVC,Textile,Central,Trader,Trader_14,Contract,154.41,111.93,104.81,0.47,ANOMALY,278,INR,High demand
REC0891,09-06-2024,HDPE,Blow Moulding,East,Manufacturer,Trader_51,Spot,141.79,130.87,110.01,0.29,ANOMALY,282,INR,Import pressure
REC1256,09-06-2024,PET,Blow Moulding,West,Manufacturer,Trader_9,Contract,87.68,76.55,115.42,-0.24,ANOMALY,616,INR,Stable market
REC1621,09-06-2024,PVC,Bottle,North,Distributor,Trader_4,Spot,89.36,67,115.44,-0.23,ANOMALY,322,INR,Low supply
REC1986,09-06-2024,PP,Textile,North,Distributor,Trader_75,Spot,140.41,143.19,119.12,0.18,REVIEW,594,INR,Import pressure
REC2351,09-06-2024,PET,Blow Moulding,Central,Distributor,Trader_77,Contract,117.15,97.72,115.93,0.01,OK,520,INR,Import pressure
REC2716,09-06-2024,PVC,Bottle,South,Trader,Trader_29,Contract,81.51,120.3,120.57,-0.32,ANOMALY,485,INR,Price correction
REC0162,10-06-2024,LDPE,Film,West,Manufacturer,Trader_20,Contract,156.81,157.83,107.34,0.46,ANOMALY,950,INR,High demand
REC0527,10-06-2024,PET,Textile,South,Manufacturer,Trader_12,Contract,86.58,102.49,116.37,-0.26,ANOMALY,594,INR,Import pressure
REC0892,10-06-2024,PET,Film,Central,Manufacturer,Trader_71,Contract,90.02,111.37,111.32,-0.19,REVIEW,981,INR,High demand
REC1257,10-06-2024,PVC,Textile,East,Distributor,Trader_7,Contract,130.53,86.75,106.30,0.23,ANOMALY,120,INR,High demand
REC1622,10-06-2024,LDPE,Injection,Central,Distributor,Trader_57,Contract,149.67,137.69,108.37,0.38,ANOMALY,395,INR,Import pressure
REC1987,10-06-2024,PVC,Bottle,South,Distributor,Trader_45,Spot,90.29,81.51,118.41,-0.24,ANOMALY,193,INR,Price correction
REC2352,10-06-2024,PET,Injection,East,Trader,Trader_20,Contract,65.33,90.77,109.83,-0.41,ANOMALY,397,INR,Import pressure
REC2717,10-06-2024,PVC,Bottle,West,Trader,Trader_46,Spot,71.06,91.92,107.94,-0.34,ANOMALY,459,INR,Stable market
REC0163,11-06-2024,PET,Film,Central,Distributor,Trader_50,Spot,119.62,90.02,111.84,0.07,OK,770,INR,Low supply
REC0528,11-06-2024,LDPE,Injection,East,Manufacturer,Trader_15,Contract,102.01,94.32,104.83,-0.03,OK,657,INR,Import pressure
REC0893,11-06-2024,HDPE,Film,South,Trader,Trader_78,Spot,65.37,145.62,108.07,-0.40,ANOMALY,210,INR,Low supply
REC1258,11-06-2024,PP,Blow Moulding,East,Manufacturer,Trader_51,Contract,118.73,128.77,99.22,0.20,REVIEW,862,INR,Low supply
REC1623,11-06-2024,HDPE,Injection,North,Manufacturer,Trader_65,Contract,111.65,109.63,105.41,0.06,OK,523,INR,Import pressure
REC1988,11-06-2024,HDPE,Film,Central,Manufacturer,Trader_76,Contract,122.31,76.21,112.62,0.09,OK,360,INR,Price correction
REC2353,11-06-2024,PVC,Blow Moulding,North,Manufacturer,Trader_75,Contract,68.8,151.02,102.74,-0.33,ANOMALY,147,INR,Stable market
REC2718,11-06-2024,HDPE,Textile,Central,Manufacturer,Trader_2,Contract,96.38,102.12,114.68,-0.16,REVIEW,200,INR,High demand
REC0164,12-06-2024,LDPE,Injection,East,Distributor,Trader_32,Contract,149.54,102.01,108.27,0.38,ANOMALY,192,INR,High demand
REC0529,12-06-2024,PET,Textile,East,Trader,Trader_10,Contract,122.61,111,96.15,0.28,ANOMALY,804,INR,Low supply
REC0894,12-06-2024,PVC,Blow Moulding,East,Distributor,Trader_29,Contract,112.07,159.07,124.35,-0.10,OK,594,INR,Low supply
REC1259,12-06-2024,PP,Textile,East,Manufacturer,Trader_69,Contract,72.36,145.92,113.65,-0.36,ANOMALY,78,INR,Price correction
REC1624,12-06-2024,LDPE,Film,East,Distributor,Trader_14,Spot,121.92,113.38,102.71,0.19,REVIEW,140,INR,Import pressure
REC1989,12-06-2024,LDPE,Injection,Central,Manufacturer,Trader_34,Contract,128.55,149.67,110.05,0.17,REVIEW,75,INR,Import pressure
REC2354,12-06-2024,PP,Injection,South,Manufacturer,Trader_5,Spot,84.08,124.05,112.78,-0.25,ANOMALY,508,INR,High demand
REC2719,12-06-2024,PET,Blow Moulding,South,Trader,Trader_42,Contract,86.96,123.01,103.49,-0.16,REVIEW,800,INR,Low supply
REC0165,13-06-2024,PP,Film,South,Distributor,Trader_78,Contract,126.83,147.73,125.34,0.01,OK,389,INR,Price correction
REC0530,13-06-2024,PET,Film,North,Manufacturer,Trader_6,Contract,136.76,122.7,110.10,0.24,ANOMALY,587,INR,Low supply
REC0895,13-06-2024,LDPE,Injection,Central,Trader,Trader_25,Spot,74.52,128.55,107.32,-0.31,ANOMALY,917,INR,Price correction
REC1260,13-06-2024,LDPE,Film,South,Trader,Trader_55,Spot,80.45,144.04,106.96,-0.25,ANOMALY,796,INR,Low supply
REC1625,13-06-2024,LDPE,Textile,East,Trader,Trader_6,Contract,74.09,147.35,111.37,-0.33,ANOMALY,535,INR,Low supply
REC1990,13-06-2024,HDPE,Bottle,South,Distributor,Trader_34,Contract,127.23,109.09,114.65,0.11,REVIEW,267,INR,Price correction
REC2355,13-06-2024,PP,Injection,North,Distributor,Trader_64,Spot,82.67,104.7,116.74,-0.29,ANOMALY,798,INR,Import pressure
REC2720,13-06-2024,PVC,Blow Moulding,South,Manufacturer,Trader_45,Spot,149.45,105.61,109.25,0.37,ANOMALY,603,INR,Stable market
REC0166,14-06-2024,HDPE,Blow Moulding,West,Distributor,Trader_17,Contract,110.15,103.38,113.92,-0.03,OK,823,INR,Import pressure
REC0531,14-06-2024,HDPE,Textile,South,Distributor,Trader_7,Contract,150.66,158.9,115.71,0.30,ANOMALY,972,INR,Low supply
REC0896,14-06-2024,PET,Injection,South,Trader,Trader_50,Spot,136.67,129.16,114.88,0.19,REVIEW,332,INR,Price correction
REC1261,14-06-2024,PET,Injection,South,Trader,Trader_23,Contract,101.86,129.16,113.80,-0.10,REVIEW,273,INR,Low supply
REC1626,14-06-2024,LDPE,Injection,East,Manufacturer,Trader_31,Spot,101.38,149.54,107.77,-0.06,OK,917,INR,Low supply
REC1991,14-06-2024,PET,Injection,West,Distributor,Trader_35,Contract,107.36,145.47,122.44,-0.12,REVIEW,310,INR,Low supply
REC2356,14-06-2024,LDPE,Blow Moulding,East,Trader,Trader_38,Contract,89.2,100.02,117.46,-0.24,ANOMALY,851,INR,High demand
REC2721,14-06-2024,HDPE,Bottle,Central,Distributor,Trader_71,Contract,70.22,159.79,120.97,-0.42,ANOMALY,313,INR,High demand
REC0167,15-06-2024,PVC,Injection,South,Trader,Trader_34,Spot,146.19,111.56,119.28,0.23,ANOMALY,404,INR,Price correction
REC0532,15-06-2024,HDPE,Film,North,Manufacturer,Trader_25,Contract,151.97,159.23,120.78,0.26,ANOMALY,566,INR,Low supply
REC0897,15-06-2024,LDPE,Injection,South,Distributor,Trader_31,Contract,91.23,72.96,118.03,-0.23,ANOMALY,614,INR,High demand
REC1262,15-06-2024,LDPE,Blow Moulding,Central,Trader,Trader_22,Spot,82.63,82.13,93.72,-0.12,REVIEW,641,INR,Stable market
REC1627,15-06-2024,PET,Film,Central,Distributor,Trader_34,Contract,154.7,119.62,114.36,0.35,ANOMALY,655,INR,Low supply
REC1992,15-06-2024,LDPE,Textile,West,Distributor,Trader_14,Spot,97.92,114.8,114.86,-0.15,REVIEW,562,INR,Price correction
REC2357,15-06-2024,PVC,Blow Moulding,South,Distributor,Trader_30,Spot,93.97,149.45,108.16,-0.13,REVIEW,862,INR,Low supply
REC2722,15-06-2024,LDPE,Bottle,South,Distributor,Trader_26,Contract,81.78,125.68,106.40,-0.23,ANOMALY,740,INR,Price correction
REC0168,16-06-2024,PP,Film,North,Distributor,Trader_25,Spot,109.78,109.26,110.89,-0.01,OK,510,INR,High demand
REC0533,16-06-2024,HDPE,Blow Moulding,West,Distributor,Trader_10,Contract,138.78,110.15,116.18,0.19,REVIEW,971,INR,High demand
REC0898,16-06-2024,LDPE,Film,West,Distributor,Trader_72,Spot,107.15,156.81,107.33,0.00,OK,862,INR,Stable market
REC1263,16-06-2024,HDPE,Blow Moulding,South,Distributor,Trader_43,Contract,140.26,155.56,128.91,0.09,OK,120,INR,Import pressure
REC1628,16-06-2024,LDPE,Blow Moulding,South,Manufacturer,Trader_74,Spot,121,152.85,107.03,0.13,REVIEW,371,INR,High demand
REC1993,16-06-2024,PP,Bottle,East,Distributor,Trader_71,Contract,144.41,130.47,100.45,0.44,ANOMALY,228,INR,Stable market
REC2358,16-06-2024,PET,Injection,Central,Distributor,Trader_15,Contract,99.21,104.05,109.33,-0.09,OK,224,INR,High demand
REC2723,16-06-2024,PET,Textile,North,Trader,Trader_7,Contract,117.13,158.97,139.90,-0.16,REVIEW,560,INR,Import pressure
REC0169,17-06-2024,LDPE,Bottle,South,Manufacturer,Trader_50,Spot,147.52,81.78,109.56,0.35,ANOMALY,171,INR,High demand
REC0534,17-06-2024,PET,Injection,Central,Trader,Trader_6,Contract,86.69,99.21,108.00,-0.20,REVIEW,376,INR,Price correction
REC0899,17-06-2024,LDPE,Textile,South,Trader,Trader_17,Spot,73.27,117.08,110.46,-0.34,ANOMALY,881,INR,Stable market
REC1264,17-06-2024,LDPE,Blow Moulding,South,Manufacturer,Trader_52,Spot,104.53,121,106.91,-0.02,OK,690,INR,Import pressure
REC1629,17-06-2024,PET,Film,West,Manufacturer,Trader_17,Contract,97.73,110.27,112.06,-0.13,REVIEW,493,INR,Price correction
REC1994,17-06-2024,PVC,Bottle,North,Manufacturer,Trader_45,Contract,137.05,89.36,117.11,0.17,REVIEW,332,INR,Price correction
REC2359,17-06-2024,PET,Bottle,West,Trader,Trader_36,Contract,104.95,71.35,107.86,-0.03,OK,843,INR,Stable market
REC2724,17-06-2024,PP,Blow Moulding,North,Distributor,Trader_61,Spot,110.7,96.07,99.67,0.11,REVIEW,852,INR,Low supply
REC0170,18-06-2024,PVC,Film,South,Distributor,Trader_53,Contract,92.7,149.52,110.38,-0.16,REVIEW,787,INR,Price correction
REC0535,18-06-2024,PP,Textile,North,Trader,Trader_18,Contract,67.36,140.41,116.08,-0.42,ANOMALY,885,INR,Stable market
REC0900,18-06-2024,PP,Film,East,Distributor,Trader_1,Spot,92.23,126,121.58,-0.24,ANOMALY,866,INR,Import pressure
REC1265,18-06-2024,LDPE,Textile,South,Distributor,Trader_2,Spot,73.88,73.27,108.43,-0.32,ANOMALY,697,INR,Stable market
REC1630,18-06-2024,PVC,Film,North,Manufacturer,Trader_47,Contract,124.44,72.12,106.49,0.17,REVIEW,693,INR,Stable market
REC1995,18-06-2024,HDPE,Blow Moulding,West,Trader,Trader_31,Spot,95.52,138.78,114.46,-0.17,REVIEW,766,INR,Stable market
REC2360,18-06-2024,HDPE,Blow Moulding,Central,Trader,Trader_9,Spot,74.39,147.63,109.83,-0.32,ANOMALY,164,INR,Price correction
REC2725,18-06-2024,PVC,Bottle,Central,Distributor,Trader_1,Spot,69.36,158.04,116.00,-0.40,ANOMALY,498,INR,Low supply
REC0171,19-06-2024,LDPE,Blow Moulding,West,Manufacturer,Trader_60,Contract,77.24,101.24,101.46,-0.24,ANOMALY,129,INR,Stable market
REC0536,19-06-2024,PET,Film,Central,Manufacturer,Trader_23,Spot,101.46,154.7,113.65,-0.11,REVIEW,84,INR,Low supply
REC0901,19-06-2024,PP,Textile,East,Manufacturer,Trader_47,Spot,139.24,72.36,116.21,0.20,REVIEW,986,INR,Stable market
REC1266,19-06-2024,PVC,Film,West,Manufacturer,Trader_24,Spot,111.01,93.12,107.97,0.03,OK,742,INR,Stable market
REC1631,19-06-2024,HDPE,Film,West,Trader,Trader_73,Contract,151.49,134.92,108.63,0.39,ANOMALY,15,INR,Low supply
REC1996,19-06-2024,LDPE,Textile,South,Distributor,Trader_39,Spot,74.79,73.88,106.66,-0.30,ANOMALY,592,INR,High demand
REC2361,19-06-2024,HDPE,Film,Central,Trader,Trader_38,Contract,69.02,122.31,108.99,-0.37,ANOMALY,80,INR,Price correction
REC2726,19-06-2024,HDPE,Blow Moulding,West,Trader,Trader_66,Spot,65.69,95.52,110.71,-0.41,ANOMALY,443,INR,High demand
REC0172,20-06-2024,LDPE,Textile,North,Distributor,Trader_71,Contract,146.25,99.52,102.00,0.43,ANOMALY,677,INR,Price correction
REC0537,20-06-2024,PP,Bottle,South,Distributor,Trader_28,Contract,78.45,156.11,115.26,-0.32,ANOMALY,239,INR,Low supply
REC0902,20-06-2024,LDPE,Blow Moulding,Central,Manufacturer,Trader_19,Contract,79.4,82.63,92.29,-0.14,REVIEW,340,INR,Price correction
REC1267,20-06-2024,PP,Blow Moulding,South,Manufacturer,Trader_33,Contract,73.63,108.23,121.02,-0.39,ANOMALY,673,INR,Stable market
REC1632,20-06-2024,HDPE,Injection,South,Distributor,Trader_52,Spot,91.03,65.39,110.64,-0.18,REVIEW,557,INR,Price correction
REC1997,20-06-2024,PET,Textile,West,Manufacturer,Trader_22,Spot,71.82,84.64,109.88,-0.35,ANOMALY,78,INR,Stable market
REC2362,20-06-2024,PET,Textile,West,Manufacturer,Trader_39,Spot,129.02,84.64,111.08,0.16,REVIEW,615,INR,Stable market
REC2727,20-06-2024,LDPE,Bottle,North,Distributor,Trader_22,Spot,158.87,111.34,122.72,0.29,ANOMALY,654,INR,Import pressure
REC0173,21-06-2024,HDPE,Film,South,Trader,Trader_39,Spot,120.8,65.37,109.34,0.10,REVIEW,91,INR,Import pressure
REC0538,21-06-2024,PP,Injection,West,Manufacturer,Trader_8,Contract,132.49,95.85,114.67,0.16,REVIEW,291,INR,Stable market
REC0903,21-06-2024,PET,Bottle,Central,Trader,Trader_71,Spot,126.48,74.35,105.93,0.19,REVIEW,610,INR,Stable market
REC1268,21-06-2024,PET,Blow Moulding,North,Manufacturer,Trader_22,Spot,77.25,128.81,115.52,-0.33,ANOMALY,168,INR,Import pressure
REC1633,21-06-2024,HDPE,Injection,South,Manufacturer,Trader_41,Spot,112.99,91.03,110.84,0.02,OK,450,INR,Low supply
REC1998,21-06-2024,LDPE,Bottle,Central,Distributor,Trader_37,Spot,73.96,88.25,106.22,-0.30,ANOMALY,515,INR,Stable market
REC2363,21-06-2024,PET,Injection,West,Manufacturer,Trader_76,Spot,116.05,107.36,121.95,-0.05,OK,696,INR,Price correction
REC2728,21-06-2024,PP,Injection,North,Trader,Trader_70,Contract,127.59,82.67,117.65,0.08,OK,786,INR,Stable market
REC0174,22-06-2024,PVC,Textile,Central,Distributor,Trader_73,Spot,149.46,154.41,109.27,0.37,ANOMALY,825,INR,Price correction
REC0539,22-06-2024,HDPE,Blow Moulding,South,Trader,Trader_37,Spot,127.81,140.26,128.82,-0.01,OK,823,INR,Low supply
REC0904,22-06-2024,PVC,Textile,South,Trader,Trader_33,Spot,152.16,137.59,123.66,0.23,ANOMALY,596,INR,Import pressure
REC1269,22-06-2024,LDPE,Injection,North,Trader,Trader_68,Contract,87.76,103.98,116.72,-0.25,ANOMALY,587,INR,Stable market
REC1634,22-06-2024,HDPE,Blow Moulding,Central,Manufacturer,Trader_12,Spot,156.08,74.39,113.69,0.37,ANOMALY,118,INR,Stable market
REC1999,22-06-2024,PET,Textile,North,Distributor,Trader_59,Contract,120.37,117.13,138.39,-0.13,REVIEW,146,INR,Low supply
REC2364,22-06-2024,PVC,Injection,West,Trader,Trader_53,Spot,107.19,77.18,112.64,-0.05,OK,643,INR,Stable market
REC2729,22-06-2024,HDPE,Film,Central,Trader,Trader_49,Spot,99.71,69.02,108.27,-0.08,OK,363,INR,Price correction
REC0175,23-06-2024,PVC,Bottle,East,Distributor,Trader_12,Spot,154.09,106.04,114.81,0.34,ANOMALY,493,INR,Low supply
REC0540,23-06-2024,PVC,Film,West,Manufacturer,Trader_23,Contract,69.18,111.01,104.09,-0.34,ANOMALY,671,INR,Price correction
REC0905,23-06-2024,PVC,Injection,North,Distributor,Trader_80,Contract,129.58,125.54,106.69,0.21,ANOMALY,42,INR,Low supply
REC1270,23-06-2024,PET,Injection,Central,Distributor,Trader_70,Contract,146.66,86.69,110.15,0.33,ANOMALY,226,INR,Price correction
REC1635,23-06-2024,HDPE,Bottle,East,Manufacturer,Trader_59,Contract,81.38,137.58,118.44,-0.31,ANOMALY,696,INR,Low supply
REC2000,23-06-2024,PP,Bottle,East,Trader,Trader_63,Contract,69.91,144.41,97.68,-0.28,ANOMALY,589,INR,Low supply
